Batch_ID,Product,Production_Line,Batch_Date,Month_Year,Quarter,Shift,Supervisor,Batch_Size_kg,Raw_Material_Lot,Batch_Status,QC_Release_Date
BCH-2022-0163,Roasted Corn,Line A,2022-09-16 00:00:00,Sep-2022,Q3-2022,Morning,Anand M.,389.8,RM-2162,Hold – OOS,
BCH-2022-0164,Chickpea Snacks,Line B,2022-09-19 00:00:00,Sep-2022,Q3-2022,Afternoon,Sagar A.,503.7,RM-2163,Released,2022-09-22 00:00:00
BCH-2022-0165,Banana Chips,Line C,2022-09-26 00:00:00,Sep-2022,Q3-2022,Night,Divya N.,358.3,RM-2164,Released,2022-09-29 00:00:00
BCH-2022-0166,Sweet Potato Chips,Line D,2022-09-27 00:00:00,Sep-2022,Q3-2022,Morning,Karthik V.,575.6,RM-2165,Released,2022-09-30 00:00:00
BCH-2022-0167,Masala Peanuts,Line E,2022-09-28 00:00:00,Sep-2022,Q3-2022,Afternoon,Meena R.,394.5,RM-2166,Released,2022-09-30 00:00:00
BCH-2022-0168,Tapioca Crisps,Line F,2022-09-29 00:00:00,Sep-2022,Q3-2022,Night,Suresh B.,583.9,RM-2167,Released,2022-10-02 00:00:00
BCH-2022-0169,Jackfruit Chips,Line A,2022-10-01 00:00:00,Oct-2022,Q4-2022,Morning,Ramesh K.,585.7,RM-2168,Released,2022-10-03 00:00:00
BCH-2022-0170,Okra Chips,Line B,2022-10-03 00:00:00,Oct-2022,Q4-2022,Afternoon,Priya S.,533.2,RM-2169,Released,2022-10-06 00:00:00
BCH-2022-0171,Roasted Corn,Line C,2022-10-04 00:00:00,Oct-2022,Q4-2022,Night,Anand M.,567.4,RM-2170,Released,2022-10-05 00:00:00
BCH-2022-0172,Chickpea Snacks,Line D,2022-10-05 00:00:00,Oct-2022,Q4-2022,Morning,Sagar A.,263.1,RM-2171,Released,2022-10-07 00:00:00
BCH-2022-0173,Banana Chips,Line E,2022-10-08 00:00:00,Oct-2022,Q4-2022,Afternoon,Divya N.,251.5,RM-2172,Released,2022-10-09 00:00:00
BCH-2022-0174,Sweet Potato Chips,Line F,2022-10-09 00:00:00,Oct-2022,Q4-2022,Night,Karthik V.,519.3,RM-2173,Released,2022-10-11 00:00:00
BCH-2022-0175,Masala Peanuts,Line A,2022-10-11 00:00:00,Oct-2022,Q4-2022,Morning,Meena R.,384.6,RM-2174,Released,2022-10-14 00:00:00
BCH-2022-0176,Tapioca Crisps,Line B,2022-10-13 00:00:00,Oct-2022,Q4-2022,Afternoon,Suresh B.,314.2,RM-2175,Released,2022-10-14 00:00:00
BCH-2022-0177,Jackfruit Chips,Line C,2022-10-14 00:00:00,Oct-2022,Q4-2022,Night,Ramesh K.,383.7,RM-2176,Released,2022-10-15 00:00:00
BCH-2022-0178,Okra Chips,Line D,2022-10-15 00:00:00,Oct-2022,Q4-2022,Morning,Priya S.,517.1,RM-2177,Hold – OOS,
BCH-2022-0179,Roasted Corn,Line E,2022-10-16 00:00:00,Oct-2022,Q4-2022,Afternoon,Anand M.,432.4,RM-2178,Hold – OOS,
BCH-2022-0180,Chickpea Snacks,Line F,2022-10-17 00:00:00,Oct-2022,Q4-2022,Night,Sagar A.,526.2,RM-2179,Hold – OOS,
BCH-2022-0181,Banana Chips,Line A,2022-10-20 00:00:00,Oct-2022,Q4-2022,Morning,Divya N.,482.0,RM-2180,Rejected,
BCH-2022-0182,Sweet Potato Chips,Line B,2022-10-21 00:00:00,Oct-2022,Q4-2022,Afternoon,Karthik V.,292.2,RM-2181,Hold – OOS,
BCH-2022-0183,Masala Peanuts,Line C,2022-10-23 00:00:00,Oct-2022,Q4-2022,Night,Meena R.,232.9,RM-2182,Hold – OOS,
BCH-2022-0184,Tapioca Crisps,Line D,2022-10-26 00:00:00,Oct-2022,Q4-2022,Morning,Suresh B.,205.8,RM-2183,Released,2022-10-29 00:00:00
BCH-2022-0185,Jackfruit Chips,Line E,2022-10-31 00:00:00,Oct-2022,Q4-2022,Afternoon,Ramesh K.,511.7,RM-2184,Released,2022-11-02 00:00:00
BCH-2022-0186,Okra Chips,Line F,2022-11-01 00:00:00,Nov-2022,Q4-2022,Night,Priya S.,294.3,RM-2185,Released,2022-11-02 00:00:00
BCH-2022-0187,Roasted Corn,Line A,2022-11-02 00:00:00,Nov-2022,Q4-2022,Morning,Anand M.,560.8,RM-2186,Released,2022-11-05 00:00:00
BCH-2022-0188,Chickpea Snacks,Line B,2022-11-05 00:00:00,Nov-2022,Q4-2022,Afternoon,Sagar A.,398.1,RM-2187,Released,2022-11-08 00:00:00
BCH-2022-0189,Banana Chips,Line C,2022-11-06 00:00:00,Nov-2022,Q4-2022,Night,Divya N.,389.1,RM-2188,Released,2022-11-08 00:00:00
BCH-2022-0190,Sweet Potato Chips,Line D,2022-11-07 00:00:00,Nov-2022,Q4-2022,Morning,Karthik V.,468.8,RM-2189,Released,2022-11-09 00:00:00
BCH-2022-0191,Masala Peanuts,Line E,2022-11-08 00:00:00,Nov-2022,Q4-2022,Afternoon,Meena R.,579.1,RM-2190,Released,2022-11-11 00:00:00
BCH-2022-0192,Tapioca Crisps,Line F,2022-11-10 00:00:00,Nov-2022,Q4-2022,Night,Suresh B.,341.6,RM-2191,Released,2022-11-13 00:00:00
BCH-2022-0193,Jackfruit Chips,Line A,2022-11-11 00:00:00,Nov-2022,Q4-2022,Morning,Ramesh K.,212.0,RM-2192,Released,2022-11-12 00:00:00
BCH-2022-0194,Okra Chips,Line B,2022-11-14 00:00:00,Nov-2022,Q4-2022,Afternoon,Priya S.,184.6,RM-2193,Released,2022-11-16 00:00:00
BCH-2022-0195,Roasted Corn,Line C,2022-11-15 00:00:00,Nov-2022,Q4-2022,Night,Anand M.,564.1,RM-2194,Released,2022-11-17 00:00:00
BCH-2022-0196,Chickpea Snacks,Line D,2022-11-16 00:00:00,Nov-2022,Q4-2022,Morning,Sagar A.,318.2,RM-2195,Hold – OOS,
BCH-2022-0197,Banana Chips,Line E,2022-11-17 00:00:00,Nov-2022,Q4-2022,Afternoon,Divya N.,396.1,RM-2196,Released,2022-11-18 00:00:00
BCH-2022-0198,Sweet Potato Chips,Line F,2022-11-18 00:00:00,Nov-2022,Q4-2022,Night,Karthik V.,587.2,RM-2197,Released,2022-11-21 00:00:00
BCH-2022-0199,Masala Peanuts,Line A,2022-11-19 00:00:00,Nov-2022,Q4-2022,Morning,Meena R.,514.2,RM-2198,Released,2022-11-22 00:00:00
BCH-2022-0200,Tapioca Crisps,Line B,2022-11-21 00:00:00,Nov-2022,Q4-2022,Afternoon,Suresh B.,294.1,RM-2199,Released,2022-11-24 00:00:00
BCH-2022-0201,Jackfruit Chips,Line C,2022-11-22 00:00:00,Nov-2022,Q4-2022,Night,Ramesh K.,188.1,RM-2200,Released,2022-11-23 00:00:00
BCH-2022-0202,Okra Chips,Line D,2022-11-23 00:00:00,Nov-2022,Q4-2022,Morning,Priya S.,241.1,RM-2201,Released,2022-11-25 00:00:00
BCH-2022-0203,Roasted Corn,Line E,2022-11-24 00:00:00,Nov-2022,Q4-2022,Afternoon,Anand M.,575.9,RM-2202,Released,2022-11-25 00:00:00
BCH-2022-0204,Chickpea Snacks,Line F,2022-11-25 00:00:00,Nov-2022,Q4-2022,Night,Sagar A.,273.2,RM-2203,Hold – OOS,
BCH-2022-0205,Banana Chips,Line A,2022-11-26 00:00:00,Nov-2022,Q4-2022,Morning,Divya N.,204.5,RM-2204,Released,2022-11-29 00:00:00
BCH-2022-0206,Sweet Potato Chips,Line B,2022-11-28 00:00:00,Nov-2022,Q4-2022,Afternoon,Karthik V.,493.8,RM-2205,Released,2022-12-01 00:00:00
BCH-2022-0207,Masala Peanuts,Line C,2022-12-03 00:00:00,Dec-2022,Q4-2022,Night,Meena R.,206.0,RM-2206,Rejected,
BCH-2022-0208,Tapioca Crisps,Line D,2022-12-04 00:00:00,Dec-2022,Q4-2022,Morning,Suresh B.,192.7,RM-2207,Released,2022-12-05 00:00:00
BCH-2022-0209,Jackfruit Chips,Line E,2022-12-06 00:00:00,Dec-2022,Q4-2022,Afternoon,Ramesh K.,478.4,RM-2208,Hold – OOS,
BCH-2022-0210,Okra Chips,Line F,2022-12-07 00:00:00,Dec-2022,Q4-2022,Night,Priya S.,418.5,RM-2209,Released,2022-12-09 00:00:00
BCH-2022-0211,Roasted Corn,Line A,2022-12-10 00:00:00,Dec-2022,Q4-2022,Morning,Anand M.,389.2,RM-2210,Released,2022-12-12 00:00:00
BCH-2022-0212,Chickpea Snacks,Line B,2022-12-11 00:00:00,Dec-2022,Q4-2022,Afternoon,Sagar A.,564.8,RM-2211,Released,2022-12-14 00:00:00
BCH-2022-0213,Banana Chips,Line C,2022-12-18 00:00:00,Dec-2022,Q4-2022,Night,Divya N.,269.6,RM-2212,Rejected,
BCH-2022-0214,Sweet Potato Chips,Line D,2022-12-19 00:00:00,Dec-2022,Q4-2022,Morning,Karthik V.,601.3,RM-2213,Released,2022-12-20 00:00:00
BCH-2022-0215,Masala Peanuts,Line E,2022-12-20 00:00:00,Dec-2022,Q4-2022,Afternoon,Meena R.,401.6,RM-2214,Released,2022-12-23 00:00:00
BCH-2022-0216,Tapioca Crisps,Line F,2022-12-21 00:00:00,Dec-2022,Q4-2022,Night,Suresh B.,363.5,RM-2215,Released,2022-12-22 00:00:00
BCH-2022-0217,Jackfruit Chips,Line A,2022-12-22 00:00:00,Dec-2022,Q4-2022,Morning,Ramesh K.,443.5,RM-2216,Released,2022-12-25 00:00:00
BCH-2022-0218,Okra Chips,Line B,2022-12-23 00:00:00,Dec-2022,Q4-2022,Afternoon,Priya S.,286.8,RM-2217,Released,2022-12-25 00:00:00
BCH-2022-0219,Roasted Corn,Line C,2022-12-24 00:00:00,Dec-2022,Q4-2022,Night,Anand M.,287.2,RM-2218,Released,2022-12-25 00:00:00
BCH-2022-0220,Chickpea Snacks,Line D,2022-12-25 00:00:00,Dec-2022,Q4-2022,Morning,Sagar A.,344.3,RM-2219,Released,2022-12-27 00:00:00
BCH-2022-0221,Banana Chips,Line E,2022-12-26 00:00:00,Dec-2022,Q4-2022,Afternoon,Divya N.,594.4,RM-2220,Hold – OOS,
BCH-2022-0222,Sweet Potato Chips,Line F,2022-12-27 00:00:00,Dec-2022,Q4-2022,Night,Karthik V.,340.0,RM-2221,Hold – OOS,
BCH-2022-0223,Masala Peanuts,Line A,2023-01-01 00:00:00,Jan-2023,Q1-2023,Morning,Meena R.,372.9,RM-2222,Released,2023-01-02 00:00:00
BCH-2022-0224,Tapioca Crisps,Line B,2023-01-02 00:00:00,Jan-2023,Q1-2023,Afternoon,Suresh B.,394.7,RM-2223,Hold – OOS,
BCH-2022-0225,Jackfruit Chips,Line C,2023-01-03 00:00:00,Jan-2023,Q1-2023,Night,Ramesh K.,213.1,RM-2224,Released,2023-01-04 00:00:00
BCH-2022-0226,Okra Chips,Line D,2023-01-10 00:00:00,Jan-2023,Q1-2023,Morning,Priya S.,303.1,RM-2225,Released,2023-01-13 00:00:00
BCH-2022-0227,Roasted Corn,Line E,2023-01-11 00:00:00,Jan-2023,Q1-2023,Afternoon,Anand M.,260.1,RM-2226,Released,2023-01-14 00:00:00
BCH-2022-0228,Chickpea Snacks,Line F,2023-01-14 00:00:00,Jan-2023,Q1-2023,Night,Sagar A.,577.1,RM-2227,Released,2023-01-16 00:00:00
BCH-2022-0229,Banana Chips,Line A,2023-01-15 00:00:00,Jan-2023,Q1-2023,Morning,Divya N.,570.4,RM-2228,Released,2023-01-17 00:00:00
BCH-2022-0230,Sweet Potato Chips,Line B,2023-01-17 00:00:00,Jan-2023,Q1-2023,Afternoon,Karthik V.,596.8,RM-2229,Released,2023-01-19 00:00:00
BCH-2022-0231,Masala Peanuts,Line C,2023-01-19 00:00:00,Jan-2023,Q1-2023,Night,Meena R.,236.2,RM-2230,Released,2023-01-22 00:00:00
BCH-2022-0232,Tapioca Crisps,Line D,2023-01-20 00:00:00,Jan-2023,Q1-2023,Morning,Suresh B.,442.9,RM-2231,Released,2023-01-21 00:00:00
BCH-2022-0233,Jackfruit Chips,Line E,2023-01-21 00:00:00,Jan-2023,Q1-2023,Afternoon,Ramesh K.,594.9,RM-2232,Released,2023-01-22 00:00:00
BCH-2022-0234,Okra Chips,Line F,2023-01-22 00:00:00,Jan-2023,Q1-2023,Night,Priya S.,222.9,RM-2233,Released,2023-01-25 00:00:00
BCH-2022-0235,Roasted Corn,Line A,2023-01-23 00:00:00,Jan-2023,Q1-2023,Morning,Anand M.,613.6,RM-2234,Hold – OOS,
BCH-2022-0236,Chickpea Snacks,Line B,2023-01-24 00:00:00,Jan-2023,Q1-2023,Afternoon,Sagar A.,274.0,RM-2235,Released,2023-01-26 00:00:00
BCH-2022-0237,Banana Chips,Line C,2023-01-26 00:00:00,Jan-2023,Q1-2023,Night,Divya N.,589.0,RM-2236,Released,2023-01-27 00:00:00
BCH-2022-0238,Sweet Potato Chips,Line D,2023-01-27 00:00:00,Jan-2023,Q1-2023,Morning,Karthik V.,558.9,RM-2237,Released,2023-01-30 00:00:00
BCH-2022-0239,Masala Peanuts,Line E,2023-01-28 00:00:00,Jan-2023,Q1-2023,Afternoon,Meena R.,310.0,RM-2238,Released,2023-01-29 00:00:00
BCH-2022-0240,Tapioca Crisps,Line F,2023-01-30 00:00:00,Jan-2023,Q1-2023,Night,Suresh B.,429.6,RM-2239,Released,2023-01-31 00:00:00
BCH-2022-0241,Jackfruit Chips,Line A,2023-01-31 00:00:00,Jan-2023,Q1-2023,Morning,Ramesh K.,613.4,RM-2240,Released,2023-02-02 00:00:00
BCH-2022-0242,Okra Chips,Line B,2023-02-01 00:00:00,Feb-2023,Q1-2023,Afternoon,Priya S.,462.9,RM-2241,Released,2023-02-04 00:00:00
BCH-2022-0243,Roasted Corn,Line C,2023-02-02 00:00:00,Feb-2023,Q1-2023,Night,Anand M.,465.7,RM-2242,Rejected,
BCH-2022-0244,Chickpea Snacks,Line D,2023-02-03 00:00:00,Feb-2023,Q1-2023,Morning,Sagar A.,362.4,RM-2243,Released,2023-02-05 00:00:00
BCH-2022-0245,Banana Chips,Line E,2023-02-04 00:00:00,Feb-2023,Q1-2023,Afternoon,Divya N.,336.0,RM-2244,Released,2023-02-07 00:00:00
BCH-2022-0246,Sweet Potato Chips,Line F,2023-02-05 00:00:00,Feb-2023,Q1-2023,Night,Karthik V.,427.7,RM-2245,Released,2023-02-07 00:00:00
BCH-2022-0247,Masala Peanuts,Line A,2023-02-06 00:00:00,Feb-2023,Q1-2023,Morning,Meena R.,554.0,RM-2246,Released,2023-02-08 00:00:00
BCH-2022-0248,Tapioca Crisps,Line B,2023-02-07 00:00:00,Feb-2023,Q1-2023,Afternoon,Suresh B.,607.1,RM-2247,Released,2023-02-09 00:00:00
BCH-2022-0249,Jackfruit Chips,Line C,2023-02-08 00:00:00,Feb-2023,Q1-2023,Night,Ramesh K.,566.5,RM-2248,Released,2023-02-09 00:00:00
BCH-2022-0250,Okra Chips,Line D,2023-02-10 00:00:00,Feb-2023,Q1-2023,Morning,Priya S.,422.6,RM-2249,Released,2023-02-13 00:00:00
BCH-2022-0251,Roasted Corn,Line E,2023-02-11 00:00:00,Feb-2023,Q1-2023,Afternoon,Anand M.,413.0,RM-2250,Hold – OOS,
BCH-2022-0252,Chickpea Snacks,Line F,2023-02-16 00:00:00,Feb-2023,Q1-2023,Night,Sagar A.,182.2,RM-2251,Released,2023-02-18 00:00:00
BCH-2022-0253,Banana Chips,Line A,2023-02-19 00:00:00,Feb-2023,Q1-2023,Morning,Divya N.,222.7,RM-2252,Released,2023-02-21 00:00:00
BCH-2022-0254,Sweet Potato Chips,Line B,2023-02-21 00:00:00,Feb-2023,Q1-2023,Afternoon,Karthik V.,511.4,RM-2253,Released,2023-02-22 00:00:00
BCH-2022-0255,Masala Peanuts,Line C,2023-02-22 00:00:00,Feb-2023,Q1-2023,Night,Meena R.,379.7,RM-2254,Released,2023-02-23 00:00:00
BCH-2022-0256,Tapioca Crisps,Line D,2023-02-23 00:00:00,Feb-2023,Q1-2023,Morning,Suresh B.,430.6,RM-2255,Released,2023-02-24 00:00:00
BCH-2022-0257,Jackfruit Chips,Line E,2023-02-25 00:00:00,Feb-2023,Q1-2023,Afternoon,Ramesh K.,253.5,RM-2256,Released,2023-02-26 00:00:00
BCH-2022-0258,Okra Chips,Line F,2023-02-26 00:00:00,Feb-2023,Q1-2023,Night,Priya S.,286.3,RM-2257,Released,2023-02-28 00:00:00
BCH-2022-0259,Roasted Corn,Line A,2023-03-03 00:00:00,Mar-2023,Q1-2023,Morning,Anand M.,490.6,RM-2258,Released,2023-03-06 00:00:00
BCH-2022-0260,Chickpea Snacks,Line B,2023-03-04 00:00:00,Mar-2023,Q1-2023,Afternoon,Sagar A.,191.6,RM-2259,Released,2023-03-06 00:00:00
BCH-2022-0261,Banana Chips,Line C,2023-03-05 00:00:00,Mar-2023,Q1-2023,Night,Divya N.,240.5,RM-2260,Hold – OOS,
BCH-2022-0262,Sweet Potato Chips,Line D,2023-03-07 00:00:00,Mar-2023,Q1-2023,Morning,Karthik V.,609.3,RM-2261,Released,2023-03-08 00:00:00
BCH-2022-0263,Masala Peanuts,Line E,2023-03-12 00:00:00,Mar-2023,Q1-2023,Afternoon,Meena R.,409.5,RM-2262,Released,2023-03-14 00:00:00
BCH-2022-0264,Tapioca Crisps,Line F,2023-03-13 00:00:00,Mar-2023,Q1-2023,Night,Suresh B.,407.4,RM-2263,Released,2023-03-15 00:00:00
BCH-2022-0265,Jackfruit Chips,Line A,2023-03-14 00:00:00,Mar-2023,Q1-2023,Morning,Ramesh K.,444.6,RM-2264,Released,2023-03-16 00:00:00
BCH-2022-0266,Okra Chips,Line B,2023-03-16 00:00:00,Mar-2023,Q1-2023,Afternoon,Priya S.,302.9,RM-2265,Released,2023-03-17 00:00:00
BCH-2022-0267,Roasted Corn,Line C,2023-03-17 00:00:00,Mar-2023,Q1-2023,Night,Anand M.,295.6,RM-2266,Released,2023-03-18 00:00:00
BCH-2022-0268,Chickpea Snacks,Line D,2023-03-18 00:00:00,Mar-2023,Q1-2023,Morning,Sagar A.,289.0,RM-2267,Hold – OOS,
BCH-2022-0269,Banana Chips,Line E,2023-03-19 00:00:00,Mar-2023,Q1-2023,Afternoon,Divya N.,515.4,RM-2268,Released,2023-03-20 00:00:00
BCH-2022-0270,Sweet Potato Chips,Line F,2023-03-21 00:00:00,Mar-2023,Q1-2023,Night,Karthik V.,406.0,RM-2269,Released,2023-03-24 00:00:00
BCH-2022-0271,Masala Peanuts,Line A,2023-03-22 00:00:00,Mar-2023,Q1-2023,Morning,Meena R.,313.2,RM-2270,Released,2023-03-24 00:00:00
BCH-2022-0272,Tapioca Crisps,Line B,2023-03-23 00:00:00,Mar-2023,Q1-2023,Afternoon,Suresh B.,337.8,RM-2271,Released,2023-03-24 00:00:00
BCH-2022-0273,Jackfruit Chips,Line C,2023-03-26 00:00:00,Mar-2023,Q1-2023,Night,Ramesh K.,206.9,RM-2272,Released,2023-03-28 00:00:00
BCH-2022-0274,Okra Chips,Line D,2023-03-27 00:00:00,Mar-2023,Q1-2023,Morning,Priya S.,496.2,RM-2273,Released,2023-03-29 00:00:00
BCH-2022-0275,Roasted Corn,Line E,2023-03-28 00:00:00,Mar-2023,Q1-2023,Afternoon,Anand M.,493.5,RM-2274,Released,2023-03-30 00:00:00
BCH-2022-0276,Chickpea Snacks,Line F,2023-03-29 00:00:00,Mar-2023,Q1-2023,Night,Sagar A.,593.4,RM-2275,Released,2023-03-31 00:00:00
BCH-2022-0277,Banana Chips,Line A,2023-03-30 00:00:00,Mar-2023,Q1-2023,Morning,Divya N.,554.4,RM-2276,Rejected,
BCH-2022-0278,Sweet Potato Chips,Line B,2023-04-06 00:00:00,Apr-2023,Q2-2023,Afternoon,Karthik V.,391.7,RM-2277,Released,2023-04-08 00:00:00
BCH-2022-0279,Masala Peanuts,Line C,2023-04-07 00:00:00,Apr-2023,Q2-2023,Night,Meena R.,288.4,RM-2278,Released,2023-04-09 00:00:00
BCH-2022-0280,Tapioca Crisps,Line D,2023-04-08 00:00:00,Apr-2023,Q2-2023,Morning,Suresh B.,279.0,RM-2279,Released,2023-04-11 00:00:00
BCH-2022-0281,Jackfruit Chips,Line E,2023-04-13 00:00:00,Apr-2023,Q2-2023,Afternoon,Ramesh K.,261.6,RM-2280,Released,2023-04-14 00:00:00
BCH-2022-0282,Okra Chips,Line F,2023-04-14 00:00:00,Apr-2023,Q2-2023,Night,Priya S.,566.5,RM-2281,Released,2023-04-16 00:00:00
BCH-2022-0283,Roasted Corn,Line A,2023-04-15 00:00:00,Apr-2023,Q2-2023,Morning,Anand M.,496.4,RM-2282,Released,2023-04-16 00:00:00
BCH-2022-0284,Chickpea Snacks,Line B,2023-04-17 00:00:00,Apr-2023,Q2-2023,Afternoon,Sagar A.,334.1,RM-2283,Released,2023-04-18 00:00:00
BCH-2022-0285,Banana Chips,Line C,2023-04-22 00:00:00,Apr-2023,Q2-2023,Night,Divya N.,559.1,RM-2284,Hold – OOS,
BCH-2022-0286,Sweet Potato Chips,Line D,2023-04-23 00:00:00,Apr-2023,Q2-2023,Morning,Karthik V.,320.1,RM-2285,Released,2023-04-26 00:00:00
BCH-2022-0287,Masala Peanuts,Line E,2023-04-28 00:00:00,Apr-2023,Q2-2023,Afternoon,Meena R.,452.1,RM-2286,Released,2023-05-01 00:00:00
BCH-2022-0288,Tapioca Crisps,Line F,2023-04-29 00:00:00,Apr-2023,Q2-2023,Night,Suresh B.,290.6,RM-2287,Released,2023-05-02 00:00:00
BCH-2022-0289,Jackfruit Chips,Line A,2023-04-30 00:00:00,Apr-2023,Q2-2023,Morning,Ramesh K.,193.3,RM-2288,Released,2023-05-01 00:00:00
BCH-2022-0290,Okra Chips,Line B,2023-05-03 00:00:00,May-2023,Q2-2023,Afternoon,Priya S.,275.4,RM-2289,Released,2023-05-06 00:00:00
BCH-2022-0291,Roasted Corn,Line C,2023-05-04 00:00:00,May-2023,Q2-2023,Night,Anand M.,408.9,RM-2290,Released,2023-05-05 00:00:00
BCH-2022-0292,Chickpea Snacks,Line D,2023-05-06 00:00:00,May-2023,Q2-2023,Morning,Sagar A.,303.6,RM-2291,Released,2023-05-07 00:00:00
BCH-2022-0293,Banana Chips,Line E,2023-05-07 00:00:00,May-2023,Q2-2023,Afternoon,Divya N.,531.9,RM-2292,Released,2023-05-08 00:00:00
BCH-2022-0294,Sweet Potato Chips,Line F,2023-05-08 00:00:00,May-2023,Q2-2023,Night,Karthik V.,485.9,RM-2293,Released,2023-05-11 00:00:00
BCH-2022-0295,Masala Peanuts,Line A,2023-05-09 00:00:00,May-2023,Q2-2023,Morning,Meena R.,396.9,RM-2294,Released,2023-05-11 00:00:00
BCH-2022-0296,Tapioca Crisps,Line B,2023-05-10 00:00:00,May-2023,Q2-2023,Afternoon,Suresh B.,282.0,RM-2295,Released,2023-05-12 00:00:00
BCH-2022-0297,Jackfruit Chips,Line C,2023-05-11 00:00:00,May-2023,Q2-2023,Night,Ramesh K.,577.1,RM-2296,Released,2023-05-13 00:00:00
BCH-2022-0298,Okra Chips,Line D,2023-05-13 00:00:00,May-2023,Q2-2023,Morning,Priya S.,530.7,RM-2297,Released,2023-05-14 00:00:00
BCH-2022-0299,Roasted Corn,Line E,2023-05-14 00:00:00,May-2023,Q2-2023,Afternoon,Anand M.,615.7,RM-2298,Hold – OOS,
BCH-2022-0300,Chickpea Snacks,Line F,2023-05-15 00:00:00,May-2023,Q2-2023,Night,Sagar A.,430.7,RM-2299,Released,2023-05-17 00:00:00
BCH-2022-0301,Banana Chips,Line A,2023-05-16 00:00:00,May-2023,Q2-2023,Morning,Divya N.,422.2,RM-2300,Released,2023-05-18 00:00:00
BCH-2022-0302,Sweet Potato Chips,Line B,2023-05-17 00:00:00,May-2023,Q2-2023,Afternoon,Karthik V.,602.6,RM-2301,Released,2023-05-20 00:00:00
BCH-2022-0303,Masala Peanuts,Line C,2023-05-19 00:00:00,May-2023,Q2-2023,Night,Meena R.,570.4,RM-2302,Released,2023-05-22 00:00:00
BCH-2022-0304,Tapioca Crisps,Line D,2023-05-20 00:00:00,May-2023,Q2-2023,Morning,Suresh B.,525.4,RM-2303,Released,2023-05-21 00:00:00
BCH-2022-0305,Jackfruit Chips,Line E,2023-05-21 00:00:00,May-2023,Q2-2023,Afternoon,Ramesh K.,493.3,RM-2304,Released,2023-05-22 00:00:00
BCH-2022-0306,Okra Chips,Line F,2023-05-22 00:00:00,May-2023,Q2-2023,Night,Priya S.,309.4,RM-2305,Released,2023-05-23 00:00:00
BCH-2022-0307,Roasted Corn,Line A,2023-05-23 00:00:00,May-2023,Q2-2023,Morning,Anand M.,278.9,RM-2306,Hold – OOS,
BCH-2022-0308,Chickpea Snacks,Line B,2023-05-24 00:00:00,May-2023,Q2-2023,Afternoon,Sagar A.,514.8,RM-2307,Released,2023-05-27 00:00:00
BCH-2022-0309,Banana Chips,Line C,2023-05-25 00:00:00,May-2023,Q2-2023,Night,Divya N.,380.3,RM-2308,Released,2023-05-28 00:00:00
BCH-2022-0310,Sweet Potato Chips,Line D,2023-05-28 00:00:00,May-2023,Q2-2023,Morning,Karthik V.,342.1,RM-2309,Hold – OOS,
BCH-2022-0311,Masala Peanuts,Line E,2023-05-30 00:00:00,May-2023,Q2-2023,Afternoon,Meena R.,364.9,RM-2310,Released,2023-05-31 00:00:00
BCH-2022-0312,Tapioca Crisps,Line F,2023-06-01 00:00:00,Jun-2023,Q2-2023,Night,Suresh B.,567.5,RM-2311,Released,2023-06-04 00:00:00
BCH-2022-0313,Jackfruit Chips,Line A,2023-06-04 00:00:00,Jun-2023,Q2-2023,Morning,Ramesh K.,561.2,RM-2312,Released,2023-06-06 00:00:00
BCH-2022-0314,Okra Chips,Line B,2023-06-06 00:00:00,Jun-2023,Q2-2023,Afternoon,Priya S.,353.0,RM-2313,Released,2023-06-07 00:00:00
BCH-2022-0315,Roasted Corn,Line C,2023-06-07 00:00:00,Jun-2023,Q2-2023,Night,Anand M.,273.8,RM-2314,Hold – OOS,
BCH-2022-0316,Chickpea Snacks,Line D,2023-06-08 00:00:00,Jun-2023,Q2-2023,Morning,Sagar A.,326.5,RM-2315,Released,2023-06-10 00:00:00
BCH-2022-0317,Banana Chips,Line E,2023-06-09 00:00:00,Jun-2023,Q2-2023,Afternoon,Divya N.,443.2,RM-2316,Released,2023-06-12 00:00:00
BCH-2022-0318,Sweet Potato Chips,Line F,2023-06-10 00:00:00,Jun-2023,Q2-2023,Night,Karthik V.,586.0,RM-2317,Rejected,
BCH-2022-0319,Masala Peanuts,Line A,2023-06-13 00:00:00,Jun-2023,Q2-2023,Morning,Meena R.,511.1,RM-2318,Rejected,
BCH-2022-0320,Tapioca Crisps,Line B,2023-06-14 00:00:00,Jun-2023,Q2-2023,Afternoon,Suresh B.,251.8,RM-2319,Released,2023-06-16 00:00:00
BCH-2022-0321,Jackfruit Chips,Line C,2023-06-15 00:00:00,Jun-2023,Q2-2023,Night,Ramesh K.,450.6,RM-2320,Released,2023-06-17 00:00:00
BCH-2022-0322,Okra Chips,Line D,2023-06-16 00:00:00,Jun-2023,Q2-2023,Morning,Priya S.,261.6,RM-2321,Hold – OOS,
BCH-2022-0323,Roasted Corn,Line E,2023-06-17 00:00:00,Jun-2023,Q2-2023,Afternoon,Anand M.,312.1,RM-2322,Released,2023-06-20 00:00:00
BCH-2022-0324,Chickpea Snacks,Line F,2023-06-18 00:00:00,Jun-2023,Q2-2023,Night,Sagar A.,535.0,RM-2323,Released,2023-06-21 00:00:00
BCH-2022-0325,Banana Chips,Line A,2023-06-20 00:00:00,Jun-2023,Q2-2023,Morning,Divya N.,309.8,RM-2324,Rejected,
